,azimuth,elevation,radius
949,117.9,45.0,1.2
950,117.9,60.0,1.2
951,117.9,75.0,1.2
952,120.0,-81.0,1.2
953,120.0,-75.0,1.2
954,120.0,-64.8,1.2
955,120.0,-60.0,1.2
956,120.0,-54.0,1.2
957,120.0,-45.0,1.2
958,120.0,-35.3,1.2
959,120.0,-30.0,1.2
960,120.0,-25.0,1.2
961,120.0,-17.5,1.2
962,120.0,-15.0,1.2
963,120.0,0.0,1.2
964,120.0,15.0,1.2
965,120.0,17.5,1.2
966,120.0,25.0,1.2
967,120.0,30.0,1.2
968,120.0,35.3,1.2
969,120.0,45.0,1.2
970,120.0,54.0,1.2
971,120.0,60.0,1.2
972,120.0,64.8,1.2
973,120.0,75.0,1.2
974,121.69999999999999,-64.8,1.2
975,121.69999999999999,-35.3,1.2
976,121.69999999999999,-17.5,1.2
977,121.69999999999999,17.5,1.2
978,121.69999999999999,35.3,1.2
979,121.69999999999999,64.8,1.2
980,121.7,-81.0,1.2
981,121.7,-54.0,1.2
982,121.7,-25.0,1.2
983,121.7,25.0,1.2
984,121.7,54.0,1.2
985,122.5,-75.0,1.2
986,122.5,-60.0,1.2
987,122.5,-45.0,1.2
988,122.5,-30.0,1.2
989,122.5,-15.0,1.2
990,122.5,0.0,1.2
991,122.5,15.0,1.2
992,122.5,30.0,1.2
993,122.5,45.0,1.2
994,122.5,60.0,1.2
995,122.5,75.0,1.2
996,125.0,-81.0,1.2
997,125.0,-75.0,1.2
998,125.0,-64.8,1.2
999,125.0,-60.0,1.2
1000,125.0,-54.0,1.2
1001,125.0,-45.0,1.2
1002,125.0,-35.3,1.2
1003,125.0,-30.0,1.2
1004,125.0,-25.0,1.2
1005,125.0,-17.5,1.2
1006,125.0,-15.0,1.2
1007,125.0,0.0,1.2
1008,125.0,15.0,1.2
1009,125.0,17.5,1.2
1010,125.0,25.0,1.2
1011,125.0,30.0,1.2
1012,125.0,35.3,1.2
1013,125.0,45.0,1.2
1014,125.0,54.0,1.2
1015,125.0,60.0,1.2
1016,125.0,64.8,1.2
1017,125.0,75.0,1.2
1018,126.0,-64.8,1.2
1019,126.0,-35.3,1.2
1020,126.0,-17.5,1.2
1021,126.0,17.5,1.2
1022,126.0,35.3,1.2
1023,126.0,64.8,1.2
1024,130.0,-81.0,1.2
1025,130.0,-75.0,1.2
1026,130.0,-64.8,1.2
1027,130.0,-60.0,1.2
1028,130.0,-54.0,1.2
1029,130.0,-45.0,1.2
1030,130.0,-35.3,1.2
1031,130.0,-30.0,1.2
1032,130.0,-25.0,1.2
1033,130.0,-17.5,1.2
1034,130.0,-15.0,1.2
1035,130.0,0.0,1.2
1036,130.0,15.0,1.2
1037,130.0,17.5,1.2
1038,130.0,25.0,1.2
1039,130.0,30.0,1.2
1040,130.0,35.3,1.2
1041,130.0,45.0,1.2
1042,130.0,54.0,1.2
1043,130.0,60.0,1.2
1044,130.0,64.8,1.2
1045,130.0,75.0,1.2
1046,135.0,-81.0,1.2
1047,135.0,-75.0,1.2
1048,135.0,-64.8,1.2
1049,135.0,-60.0,1.2
1050,135.0,-54.0,1.2
1051,135.0,-45.0,1.2
1052,135.0,-35.3,1.2
1053,135.0,-30.0,1.2
1054,135.0,-25.0,1.2
1055,135.0,-17.5,1.2
1056,135.0,-15.0,1.2
1057,135.0,0.0,1.2
1058,135.0,15.0,1.2
1059,135.0,17.5,1.2
1060,135.0,25.0,1.2
1061,135.0,30.0,1.2
1062,135.0,35.3,1.2
1063,135.0,45.0,1.2
1064,135.0,54.0,1.2
1065,135.0,60.0,1.2
1066,135.0,64.8,1.2
1067,135.0,75.0,1.2
1068,140.0,-81.0,1.2
1069,140.0,-75.0,1.2
1070,140.0,-64.8,1.2
1071,140.0,-60.0,1.2
1072,140.0,-54.0,1.2
1073,140.0,-45.0,1.2
1074,140.0,-35.3,1.2
1075,140.0,-30.0,1.2
1076,140.0,-25.0,1.2
1077,140.0,-17.5,1.2
1078,140.0,-15.0,1.2
1079,140.0,0.0,1.2
1080,140.0,15.0,1.2
1081,140.0,17.5,1.2
1082,140.0,25.0,1.2
1083,140.0,30.0,1.2
1084,140.0,35.3,1.2
1085,140.0,45.0,1.2
1086,140.0,54.0,1.2
1087,140.0,60.0,1.2
1088,140.0,64.8,1.2
1089,140.0,75.0,1.2
1090,144.0,-81.0,1.2
1091,144.0,-54.0,1.2
1092,144.0,-25.0,1.2
1093,144.0,25.0,1.2
1094,144.0,54.0,1.2
1095,145.0,-81.0,1.2
1096,145.0,-75.0,1.2
1097,145.0,-64.8,1.2
1098,145.0,-60.0,1.2
1099,145.0,-54.0,1.2
1100,145.0,-45.0,1.2
1101,145.0,-35.3,1.2
1102,145.0,-30.0,1.2
1103,145.0,-25.0,1.2
1104,145.0,-17.5,1.2
1105,145.0,-15.0,1.2
1106,145.0,0.0,1.2
1107,145.0,15.0,1.2
1108,145.0,17.5,1.2
1109,145.0,25.0,1.2
1110,145.0,30.0,1.2
1111,145.0,35.3,1.2
1112,145.0,45.0,1.2
1113,145.0,54.0,1.2
1114,145.0,60.0,1.2
1115,145.0,64.8,1.2
1116,145.0,75.0,1.2
1117,147.8,-75.0,1.2
1118,147.8,-60.0,1.2
1119,147.8,-45.0,1.2
1120,147.8,-30.0,1.2
1121,147.8,-15.0,1.2
1122,147.8,0.0,1.2
1123,147.8,15.0,1.2
1124,147.8,30.0,1.2
1125,147.8,45.0,1.2
1126,147.8,60.0,1.2
1127,147.8,75.0,1.2
1128,148.3,-81.0,1.2
1129,148.3,-75.0,1.2
1130,148.3,-64.8,1.2
1131,148.3,-60.0,1.2
1132,148.3,-54.0,1.2
1133,148.3,-45.0,1.2
1134,148.3,-35.3,1.2
1135,148.3,-30.0,1.2
1136,148.3,-25.0,1.2
1137,148.3,-17.5,1.2
1138,148.3,-15.0,1.2
1139,148.3,0.0,1.2
1140,148.3,15.0,1.2
1141,148.3,17.5,1.2
1142,148.3,25.0,1.2
1143,148.3,30.0,1.2
1144,148.3,35.3,1.2
1145,148.3,45.0,1.2
1146,148.3,54.0,1.2
1147,148.3,60.0,1.2
1148,148.3,64.8,1.2
1149,148.3,75.0,1.2
1150,150.0,-81.0,1.2
1151,150.0,-75.0,1.2
1152,150.0,-64.8,1.2
1153,150.0,-60.0,1.2
1154,150.0,-54.0,1.2
1155,150.0,-45.0,1.2
1156,150.0,-35.3,1.2
1157,150.0,-30.0,1.2
1158,150.0,-25.0,1.2
1159,150.0,-17.5,1.2
1160,150.0,-15.0,1.2
1161,150.0,0.0,1.2
1162,150.0,15.0,1.2
1163,150.0,17.5,1.2
1164,150.0,25.0,1.2
1165,150.0,30.0,1.2
1166,150.0,35.3,1.2
1167,150.0,45.0,1.2
1168,150.0,54.0,1.2
1169,150.0,60.0,1.2
1170,150.0,64.8,1.2
1171,150.0,75.0,1.2
1172,152.1,-75.0,1.2
1173,152.1,-60.0,1.2
1174,152.1,-45.0,1.2
1175,152.1,-30.0,1.2
1176,152.1,-15.0,1.2
1177,152.1,0.0,1.2
1178,152.1,15.0,1.2
1179,152.1,30.0,1.2
1180,152.1,45.0,1.2
1181,152.1,60.0,1.2
1182,152.1,75.0,1.2
1183,153.4,-75.0,1.2
1184,153.4,-60.0,1.2
1185,153.4,-45.0,1.2
1186,153.4,-30.0,1.2
1187,153.4,-15.0,1.2
1188,153.4,0.0,1.2
1189,153.4,15.0,1.2
1190,153.4,30.0,1.2
1191,153.4,45.0,1.2
1192,153.4,60.0,1.2
1193,153.4,75.0,1.2
1194,154.0,-75.0,1.2
1195,154.0,-60.0,1.2
1196,154.0,-45.0,1.2
1197,154.0,-30.0,1.2
1198,154.0,-15.0,1.2
1199,154.0,0.0,1.2
1200,154.0,15.0,1.2
1201,154.0,30.0,1.2
1202,154.0,45.0,1.2
1203,154.0,60.0,1.2
1204,154.0,75.0,1.2
1205,155.0,-81.0,1.2
1206,155.0,-75.0,1.2
1207,155.0,-64.8,1.2
1208,155.0,-60.0,1.2
1209,155.0,-54.0,1.2
1210,155.0,-45.0,1.2
1211,155.0,-35.3,1.2
1212,155.0,-30.0,1.2
1213,155.0,-25.0,1.2
1214,155.0,-17.5,1.2
1215,155.0,-15.0,1.2
1216,155.0,0.0,1.2
1217,155.0,15.0,1.2
1218,155.0,17.5,1.2
1219,155.0,25.0,1.2
1220,155.0,30.0,1.2
1221,155.0,35.3,1.2
1222,155.0,45.0,1.2
1223,155.0,54.0,1.2
1224,155.0,60.0,1.2
1225,155.0,64.8,1.2
1226,155.0,75.0,1.2
1227,155.9,-64.8,1.2
1228,155.9,-35.3,1.2
1229,155.9,-17.5,1.2
1230,155.9,17.5,1.2
1231,155.9,35.3,1.2
1232,155.9,64.8,1.2
1233,159.1,-75.0,1.2
1234,159.1,-60.0,1.2
1235,159.1,-45.0,1.2
1236,159.1,-30.0,1.2
1237,159.1,-15.0,1.2
1238,159.1,0.0,1.2
1239,159.1,15.0,1.2
1240,159.1,30.0,1.2
1241,159.1,45.0,1.2
1242,159.1,60.0,1.2
1243,159.1,75.0,1.2
1244,160.0,-81.0,1.2
1245,160.0,-75.0,1.2
1246,160.0,-64.8,1.2
1247,160.0,-60.0,1.2
1248,160.0,-54.0,1.2
1249,160.0,-45.0,1.2
1250,160.0,-35.3,1.2
1251,160.0,-30.0,1.2
1252,160.0,-25.0,1.2
1253,160.0,-17.5,1.2
1254,160.0,-15.0,1.2
1255,160.0,0.0,1.2
1256,160.0,15.0,1.2
1257,160.0,17.5,1.2
1258,160.0,25.0,1.2
1259,160.0,30.0,1.2
1260,160.0,35.3,1.2
1261,160.0,45.0,1.2
1262,160.0,54.0,1.2
1263,160.0,60.0,1.2
1264,160.0,64.8,1.2
1265,160.0,75.0,1.2
1266,161.0,-81.0,1.2
1267,161.0,-64.8,1.2
1268,161.0,-54.0,1.2
1269,161.0,-35.3,1.2
1270,161.0,-25.0,1.2
1271,161.0,-17.5,1.2
1272,161.0,17.5,1.2
1273,161.0,25.0,1.2
1274,161.0,35.3,1.2
1275,161.0,54.0,1.2
1276,161.0,64.8,1.2
1277,161.6,-81.0,1.2
1278,161.6,-64.8,1.2
1279,161.6,-54.0,1.2
1280,161.6,-35.3,1.2
1281,161.6,-25.0,1.2
1282,161.6,-17.5,1.2
1283,161.6,17.5,1.2
1284,161.6,25.0,1.2
1285,161.6,35.3,1.2
1286,161.6,54.0,1.2
1287,161.6,64.8,1.2
1288,162.0,-64.8,1.2
1289,162.0,-35.3,1.2
1290,162.0,-17.5,1.2
1291,162.0,17.5,1.2
1292,162.0,35.3,1.2
1293,162.0,64.8,1.2
1294,162.9,-81.0,1.2
1295,162.9,-64.8,1.2
1296,162.9,-54.0,1.2
1297,162.9,-35.3,1.2
1298,162.9,-25.0,1.2
1299,162.9,-17.5,1.2
1300,162.9,17.5,1.2
1301,162.9,25.0,1.2
1302,162.9,35.3,1.2
1303,162.9,54.0,1.2
1304,162.9,64.8,1.2
1305,165.0,-81.0,1.2
1306,165.0,-75.0,1.2
1307,165.0,-64.8,1.2
1308,165.0,-60.0,1.2
1309,165.0,-54.0,1.2
1310,165.0,-45.0,1.2
1311,165.0,-35.3,1.2
1312,165.0,-30.0,1.2
1313,165.0,-25.0,1.2
1314,165.0,-17.5,1.2
1315,165.0,-15.0,1.2
1316,165.0,0.0,1.2
1317,165.0,15.0,1.2
1318,165.0,17.5,1.2
1319,165.0,25.0,1.2
1320,165.0,30.0,1.2
1321,165.0,35.3,1.2
1322,165.0,45.0,1.2
1323,165.0,54.0,1.2
1324,165.0,60.0,1.2
1325,165.0,64.8,1.2
1326,165.0,75.0,1.2
1327,166.7,-75.0,1.2
1328,166.7,-64.8,1.2
1329,166.7,-60.0,1.2
1330,166.7,-45.0,1.2
1331,166.7,-35.3,1.2
1332,166.7,-30.0,1.2
1333,166.7,-17.5,1.2
1334,166.7,-15.0,1.2
1335,166.7,0.0,1.2
1336,166.7,15.0,1.2
1337,166.7,17.5,1.2
1338,166.7,30.0,1.2
1339,166.7,35.3,1.2
1340,166.7,45.0,1.2
1341,166.7,60.0,1.2
1342,166.7,64.8,1.2
1343,166.7,75.0,1.2
1344,167.3,-64.8,1.2
1345,167.3,-35.3,1.2
1346,167.3,-17.5,1.2
1347,167.3,17.5,1.2
1348,167.3,35.3,1.2
1349,167.3,64.8,1.2
1350,167.5,-81.0,1.2
1351,167.5,-54.0,1.2
1352,167.5,-25.0,1.2
1353,167.5,25.0,1.2
1354,167.5,54.0,1.2
1355,170.0,-81.0,1.2
1356,170.0,-75.0,1.2
1357,170.0,-64.8,1.2
1358,170.0,-60.0,1.2
1359,170.0,-54.0,1.2
1360,170.0,-45.0,1.2
1361,170.0,-35.3,1.2
1362,170.0,-30.0,1.2
1363,170.0,-25.0,1.2
1364,170.0,-17.5,1.2
1365,170.0,-15.0,1.2
1366,170.0,0.0,1.2
1367,170.0,15.0,1.2
1368,170.0,17.5,1.2
1369,170.0,25.0,1.2
1370,170.0,30.0,1.2
1371,170.0,35.3,1.2
1372,170.0,45.0,1.2
1373,170.0,54.0,1.2
1374,170.0,60.0,1.2
1375,170.0,64.8,1.2
1376,170.0,75.0,1.2
1377,171.0,-75.0,1.2
1378,171.0,-60.0,1.2
1379,171.0,-45.0,1.2
1380,171.0,-30.0,1.2
1381,171.0,-15.0,1.2
1382,171.0,0.0,1.2
1383,171.0,15.0,1.2
1384,171.0,30.0,1.2
1385,171.0,45.0,1.2
1386,171.0,60.0,1.2
1387,171.0,75.0,1.2
1388,175.0,-81.0,1.2
1389,175.0,-75.0,1.2
1390,175.0,-64.8,1.2
1391,175.0,-60.0,1.2
1392,175.0,-54.0,1.2
1393,175.0,-45.0,1.2
1394,175.0,-35.3,1.2
1395,175.0,-30.0,1.2
1396,175.0,-25.0,1.2
1397,175.0,-17.5,1.2
1398,175.0,-15.0,1.2
1399,175.0,0.0,1.2
1400,175.0,15.0,1.2
1401,175.0,17.5,1.2
1402,175.0,25.0,1.2
1403,175.0,30.0,1.2
1404,175.0,35.3,1.2
1405,175.0,45.0,1.2
1406,175.0,54.0,1.2
1407,175.0,60.0,1.2
1408,175.0,64.8,1.2
1409,175.0,75.0,1.2
1410,180.0,-81.0,1.2
1411,180.0,-75.0,1.2
1412,180.0,-64.8,1.2
1413,180.0,-60.0,1.2
1414,180.0,-54.0,1.2
1415,180.0,-45.0,1.2
1416,180.0,-35.3,1.2
1417,180.0,-30.0,1.2
1418,180.0,-25.0,1.2
1419,180.0,-17.5,1.2
1420,180.0,-15.0,1.2
1421,180.0,0.0,1.2
1422,180.0,15.0,1.2
1423,180.0,17.5,1.2
1424,180.0,25.0,1.2
1425,180.0,30.0,1.2
1426,180.0,35.3,1.2
1427,180.0,45.0,1.2
1428,180.0,54.0,1.2
1429,180.0,60.0,1.2
1430,180.0,64.8,1.2
1431,180.0,75.0,1.2
1432,185.0,-81.0,1.2
1433,185.0,-75.0,1.2
1434,185.0,-64.8,1.2
1435,185.0,-60.0,1.2
1436,185.0,-54.0,1.2
1437,185.0,-45.0,1.2
1438,185.0,-35.3,1.2
1439,185.0,-30.0,1.2
1440,185.0,-25.0,1.2
1441,185.0,-17.5,1.2
1442,185.0,-15.0,1.2
1443,185.0,0.0,1.2
1444,185.0,15.0,1.2
1445,185.0,17.5,1.2
1446,185.0,25.0,1.2
1447,185.0,30.0,1.2
1448,185.0,35.3,1.2
1449,185.0,45.0,1.2
1450,185.0,54.0,1.2
1451,185.0,60.0,1.2
1452,185.0,64.8,1.2
1453,185.0,75.0,1.2
1454,190.0,-81.0,1.2
1455,190.0,-75.0,1.2
1456,190.0,-64.8,1.2
1457,190.0,-60.0,1.2
1458,190.0,-54.0,1.2
1459,190.0,-45.0,1.2
1460,190.0,-35.3,1.2
1461,190.0,-30.0,1.2
1462,190.0,-25.0,1.2
1463,190.0,-17.5,1.2
1464,190.0,-15.0,1.2
1465,190.0,0.0,1.2
1466,190.0,15.0,1.2
1467,190.0,17.5,1.2
1468,190.0,25.0,1.2
1469,190.0,30.0,1.2
1470,190.0,35.3,1.2
1471,190.0,45.0,1.2
1472,190.0,54.0,1.2
1473,190.0,60.0,1.2
1474,190.0,64.8,1.2
1475,190.0,75.0,1.2
1476,192.8,-81.0,1.2
1477,192.8,-64.8,1.2
1478,192.8,-54.0,1.2
1479,192.8,-35.3,1.2
1480,192.8,-25.0,1.2
1481,192.8,-17.5,1.2
1482,192.8,17.5,1.2
1483,192.8,25.0,1.2
1484,192.8,35.3,1.2
1485,192.8,54.0,1.2
1486,192.8,64.8,1.2
1487,193.3,-81.0,1.2
1488,193.3,-75.0,1.2
1489,193.3,-60.0,1.2
1490,193.3,-54.0,1.2
1491,193.3,-45.0,1.2
1492,193.3,-30.0,1.2
1493,193.3,-25.0,1.2
1494,193.3,-15.0,1.2
1495,193.3,0.0,1.2
1496,193.3,15.0,1.2
1497,193.3,25.0,1.2
1498,193.3,30.0,1.2
1499,193.3,45.0,1.2
1500,193.3,54.0,1.2
1501,193.3,60.0,1.2
1502,193.3,75.0,1.2
1503,195.0,-81.0,1.2
1504,195.0,-75.0,1.2
1505,195.0,-64.8,1.2
1506,195.0,-60.0,1.2
1507,195.0,-54.0,1.2
1508,195.0,-45.0,1.2
1509,195.0,-35.3,1.2
1510,195.0,-30.0,1.2
1511,195.0,-25.0,1.2
1512,195.0,-17.5,1.2
1513,195.0,-15.0,1.2
1514,195.0,0.0,1.2
1515,195.0,15.0,1.2
1516,195.0,17.5,1.2
1517,195.0,25.0,1.2
1518,195.0,30.0,1.2
1519,195.0,35.3,1.2
1520,195.0,45.0,1.2
1521,195.0,54.0,1.2
1522,195.0,60.0,1.2
1523,195.0,64.8,1.2
1524,195.0,75.0,1.2
1525,197.1,-81.0,1.2
1526,197.1,-64.8,1.2
1527,197.1,-54.0,1.2
1528,197.1,-35.3,1.2
1529,197.1,-25.0,1.2
1530,197.1,-17.5,1.2
1531,197.1,17.5,1.2
1532,197.1,25.0,1.2
1533,197.1,35.3,1.2
1534,197.1,54.0,1.2
1535,197.1,64.8,1.2
1536,198.0,-64.8,1.2
1537,198.0,-35.3,1.2
1538,198.0,-17.5,1.2
1539,198.0,17.5,1.2
1540,198.0,35.3,1.2
1541,198.0,64.8,1.2
1542,198.4,-81.0,1.2
1543,198.4,-64.8,1.2
1544,198.4,-54.0,1.2
1545,198.4,-35.3,1.2
1546,198.4,-25.0,1.2
1547,198.4,-17.5,1.2
1548,198.4,17.5,1.2
1549,198.4,25.0,1.2
1550,198.4,35.3,1.2
1551,198.4,54.0,1.2
1552,198.4,64.8,1.2
1553,199.0,-81.0,1.2
1554,199.0,-64.8,1.2
1555,199.0,-54.0,1.2
1556,199.0,-35.3,1.2
1557,199.0,-25.0,1.2
1558,199.0,-17.5,1.2
1559,199.0,17.5,1.2
1560,199.0,25.0,1.2
1561,199.0,35.3,1.2
1562,199.0,54.0,1.2
1563,199.0,64.8,1.2
1564,200.0,-81.0,1.2
1565,200.0,-75.0,1.2
1566,200.0,-64.8,1.2
1567,200.0,-60.0,1.2
1568,200.0,-54.0,1.2
1569,200.0,-45.0,1.2
1570,200.0,-35.3,1.2
1571,200.0,-30.0,1.2
1572,200.0,-25.0,1.2
1573,200.0,-17.5,1.2
1574,200.0,-15.0,1.2
1575,200.0,0.0,1.2
1576,200.0,15.0,1.2
1577,200.0,17.5,1.2
1578,200.0,25.0,1.2
1579,200.0,30.0,1.2
1580,200.0,35.3,1.2
1581,200.0,45.0,1.2
1582,200.0,54.0,1.2
1583,200.0,60.0,1.2
1584,200.0,64.8,1.2
1585,200.0,75.0,1.2
1586,200.9,-75.0,1.2
1587,200.9,-60.0,1.2
1588,200.9,-45.0,1.2
1589,200.9,-30.0,1.2
1590,200.9,-15.0,1.2
1591,200.9,0.0,1.2
1592,200.9,15.0,1.2
1593,200.9,30.0,1.2
1594,200.9,45.0,1.2
1595,200.9,60.0,1.2
1596,200.9,75.0,1.2
1597,204.1,-81.0,1.2
1598,204.1,-54.0,1.2
1599,204.1,-25.0,1.2
1600,204.1,25.0,1.2
1601,204.1,54.0,1.2
1602,205.0,-81.0,1.2
1603,205.0,-75.0,1.2
1604,205.0,-64.8,1.2
1605,205.0,-60.0,1.2
1606,205.0,-54.0,1.2
1607,205.0,-45.0,1.2
1608,205.0,-35.3,1.2
1609,205.0,-30.0,1.2
1610,205.0,-25.0,1.2
1611,205.0,-17.5,1.2
1612,205.0,-15.0,1.2
1613,205.0,0.0,1.2
1614,205.0,15.0,1.2
1615,205.0,17.5,1.2
1616,205.0,25.0,1.2
1617,205.0,30.0,1.2
1618,205.0,35.3,1.2
1619,205.0,45.0,1.2
1620,205.0,54.0,1.2
1621,205.0,60.0,1.2
1622,205.0,64.8,1.2
1623,205.0,75.0,1.2
1624,206.0,-75.0,1.2
1625,206.0,-60.0,1.2
1626,206.0,-45.0,1.2
1627,206.0,-30.0,1.2
1628,206.0,-15.0,1.2
1629,206.0,0.0,1.2
1630,206.0,15.0,1.2
1631,206.0,30.0,1.2
1632,206.0,45.0,1.2
1633,206.0,60.0,1.2
1634,206.0,75.0,1.2
1635,206.6,-75.0,1.2
1636,206.6,-60.0,1.2
1637,206.6,-45.0,1.2
1638,206.6,-30.0,1.2
1639,206.6,-15.0,1.2
1640,206.6,0.0,1.2
1641,206.6,15.0,1.2
1642,206.6,30.0,1.2
1643,206.6,45.0,1.2
1644,206.6,60.0,1.2
1645,206.6,75.0,1.2
1646,207.0,-75.0,1.2
1647,207.0,-60.0,1.2
1648,207.0,-45.0,1.2
1649,207.0,-30.0,1.2
1650,207.0,-15.0,1.2
1651,207.0,0.0,1.2
1652,207.0,15.0,1.2
1653,207.0,30.0,1.2
1654,207.0,45.0,1.2
1655,207.0,60.0,1.2
1656,207.0,75.0,1.2
1657,207.9,-75.0,1.2
1658,207.9,-60.0,1.2
1659,207.9,-45.0,1.2
1660,207.9,-30.0,1.2
1661,207.9,-15.0,1.2
1662,207.9,0.0,1.2
1663,207.9,15.0,1.2
1664,207.9,30.0,1.2
1665,207.9,45.0,1.2
1666,207.9,60.0,1.2
1667,207.9,75.0,1.2
1668,210.0,-81.0,1.2
1669,210.0,-75.0,1.2
1670,210.0,-64.8,1.2
1671,210.0,-60.0,1.2
1672,210.0,-54.0,1.2
1673,210.0,-45.0,1.2
1674,210.0,-35.3,1.2
1675,210.0,-30.0,1.2
1676,210.0,-25.0,1.2
1677,210.0,-17.5,1.2
1678,210.0,-15.0,1.2
1679,210.0,0.0,1.2
1680,210.0,15.0,1.2
1681,210.0,17.5,1.2
1682,210.0,25.0,1.2
1683,210.0,30.0,1.2
1684,210.0,35.3,1.2
1685,210.0,45.0,1.2
1686,210.0,54.0,1.2
1687,210.0,60.0,1.2
1688,210.0,64.8,1.2
1689,210.0,75.0,1.2
1690,211.7,-81.0,1.2
1691,211.7,-75.0,1.2
1692,211.7,-64.8,1.2
1693,211.7,-60.0,1.2
1694,211.7,-54.0,1.2
1695,211.7,-45.0,1.2
1696,211.7,-35.3,1.2
1697,211.7,-30.0,1.2
1698,211.7,-25.0,1.2
1699,211.7,-17.5,1.2
1700,211.7,-15.0,1.2
1701,211.7,0.0,1.2
1702,211.7,15.0,1.2
1703,211.7,17.5,1.2
1704,211.7,25.0,1.2
1705,211.7,30.0,1.2
1706,211.7,35.3,1.2
1707,211.7,45.0,1.2
1708,211.7,54.0,1.2
1709,211.7,60.0,1.2
1710,211.7,64.8,1.2
1711,211.7,75.0,1.2
1712,212.3,-75.0,1.2
1713,212.3,-60.0,1.2
1714,212.3,-45.0,1.2
1715,212.3,-30.0,1.2
1716,212.3,-15.0,1.2
1717,212.3,0.0,1.2
1718,212.3,15.0,1.2
1719,212.3,30.0,1.2
1720,212.3,45.0,1.2
1721,212.3,60.0,1.2
1722,212.3,75.0,1.2
1723,215.0,-81.0,1.2
1724,215.0,-75.0,1.2
1725,215.0,-64.8,1.2
1726,215.0,-60.0,1.2
1727,215.0,-54.0,1.2
1728,215.0,-45.0,1.2
1729,215.0,-35.3,1.2
1730,215.0,-30.0,1.2
1731,215.0,-25.0,1.2
1732,215.0,-17.5,1.2
1733,215.0,-15.0,1.2
1734,215.0,0.0,1.2
1735,215.0,15.0,1.2
1736,215.0,17.5,1.2
1737,215.0,25.0,1.2
1738,215.0,30.0,1.2
1739,215.0,35.3,1.2
1740,215.0,45.0,1.2
1741,215.0,54.0,1.2
1742,215.0,60.0,1.2
1743,215.0,64.8,1.2
1744,215.0,75.0,1.2
1745,216.0,-81.0,1.2
1746,216.0,-54.0,1.2
1747,216.0,-25.0,1.2
1748,216.0,25.0,1.2
1749,216.0,54.0,1.2
1750,220.0,-81.0,1.2
1751,220.0,-75.0,1.2
1752,220.0,-64.8,1.2
1753,220.0,-60.0,1.2
1754,220.0,-54.0,1.2
1755,220.0,-45.0,1.2
1756,220.0,-35.3,1.2
1757,220.0,-30.0,1.2
1758,220.0,-25.0,1.2
1759,220.0,-17.5,1.2
1760,220.0,-15.0,1.2
1761,220.0,0.0,1.2
1762,220.0,15.0,1.2
1763,220.0,17.5,1.2
1764,220.0,25.0,1.2
1765,220.0,30.0,1.2
1766,220.0,35.3,1.2
1767,220.0,45.0,1.2
1768,220.0,54.0,1.2
1769,220.0,60.0,1.2
1770,220.0,64.8,1.2
1771,220.0,75.0,1.2
1772,225.0,-81.0,1.2
1773,225.0,-75.0,1.2
1774,225.0,-64.8,1.2
1775,225.0,-60.0,1.2
1776,225.0,-54.0,1.2
1777,225.0,-45.0,1.2
1778,225.0,-35.3,1.2
1779,225.0,-30.0,1.2
1780,225.0,-25.0,1.2
1781,225.0,-17.5,1.2
1782,225.0,-15.0,1.2
1783,225.0,0.0,1.2
1784,225.0,15.0,1.2
1785,225.0,17.5,1.2
1786,225.0,25.0,1.2
1787,225.0,30.0,1.2
1788,225.0,35.3,1.2
1789,225.0,45.0,1.2
1790,225.0,54.0,1.2
1791,225.0,60.0,1.2
1792,225.0,64.8,1.2
1793,225.0,75.0,1.2
1794,230.0,-81.0,1.2
1795,230.0,-75.0,1.2
1796,230.0,-64.8,1.2
1797,230.0,-60.0,1.2
1798,230.0,-54.0,1.2
1799,230.0,-45.0,1.2
1800,230.0,-35.3,1.2
1801,230.0,-30.0,1.2
1802,230.0,-25.0,1.2
1803,230.0,-17.5,1.2
1804,230.0,-15.0,1.2
1805,230.0,0.0,1.2
1806,230.0,15.0,1.2
1807,230.0,17.5,1.2
1808,230.0,25.0,1.2
1809,230.0,30.0,1.2
1810,230.0,35.3,1.2
1811,230.0,45.0,1.2
1812,230.0,54.0,1.2
1813,230.0,60.0,1.2
1814,230.0,64.8,1.2
1815,230.0,75.0,1.2
1816,234.0,-64.8,1.2
1817,234.0,-35.3,1.2
1818,234.0,-17.5,1.2
1819,234.0,17.5,1.2
1820,234.0,35.3,1.2
1821,234.0,64.8,1.2
1822,235.0,-81.0,1.2
1823,235.0,-75.0,1.2
1824,235.0,-64.8,1.2
1825,235.0,-60.0,1.2
